1|AAAAAAAAAAAA0001|58309|60104|Department1|27|26|Catalog page 1 description|product|
2|AAAAAAAAAAAA0002|40379|6560|Department4|20|59|Catalog page 2 description|index|
3|AAAAAAAAAAAA0003|23862|13191|Department2|52|50|Catalog page 3 description|index|
4|AAAAAAAAAAAA0004|8271|26125|Department10|64|62|Catalog page 4 description|product|
5|AAAAAAAAAAAA0005|13694|13672|Department6|42|19|Catalog page 5 description|cover|
6|AAAAAAAAAAAA0006|5896|3063|Department10|93|67|Catalog page 6 description|ad|
7|AAAAAAAAAAAA0007|2006|20224|Department1|28|11|Catalog page 7 description|index|
8|AAAAAAAAAAAA0008|59660|64680|Department2|50|6|Catalog page 8 description|product|
9|AAAAAAAAAAAA0009|39523|60271|Department1|21|11|Catalog page 9 description|ad|
10|AAAAAAAAAAAA0010|65612|54239|Department5|35|93|Catalog page 10 description|ad|
11|AAAAAAAAAAAA0011|8643|9854|Department5|78|62|Catalog page 11 description|ad|
12|AAAAAAAAAAAA0012|52759|52570|Department6|67|81|Catalog page 12 description|product|
13|AAAAAAAAAAAA0013|61150|35947|Department1|90|74|Catalog page 13 description|index|
14|AAAAAAAAAAAA0014|17193|21493|Department1|72|6|Catalog page 14 description|ad|
15|AAAAAAAAAAAA0015|72936|14035|Department1|17|62|Catalog page 15 description|product|
16|AAAAAAAAAAAA0016|51309|3804|Department5|58|9|Catalog page 16 description|product|
17|AAAAAAAAAAAA0017|51783|37740|Department6|4|79|Catalog page 17 description|product|
18|AAAAAAAAAAAA0018|5188|29465|Department6|49|21|Catalog page 18 description|cover|
19|AAAAAAAAAAAA0019|50469|70145|Department10|21|62|Catalog page 19 description|product|
20|AAAAAAAAAAAA0020|41407|40298|Department5|90|9|Catalog page 20 description|ad|
21|AAAAAAAAAAAA0021|27484|29776|Department10|90|72|Catalog page 21 description|index|
22|AAAAAAAAAAAA0022|63948|29459|Department6|95|45|Catalog page 22 description|product|
23|AAAAAAAAAAAA0023|53980|17366|Department5|54|83|Catalog page 23 description|index|
24|AAAAAAAAAAAA0024|68188|60518|Department5|55|42|Catalog page 24 description|index|
25|AAAAAAAAAAAA0025|62083|66274|Department3|87|20|Catalog page 25 description|product|
26|AAAAAAAAAAAA0026|22118|6986|Department6|49|18|Catalog page 26 description|index|
27|AAAAAAAAAAAA0027|43260|51077|Department5|86|48|Catalog page 27 description|product|
28|AAAAAAAAAAAA0028|67031|1712|Department9|57|4|Catalog page 28 description|product|
29|AAAAAAAAAAAA0029|27937|65158|Department10|36|17|Catalog page 29 description|ad|
30|AAAAAAAAAAAA0030|9934|67530|Department9|18|11|Catalog page 30 description|product|
31|AAAAAAAAAAAA0031|38406|7453|Department3|65|49|Catalog page 31 description|ad|
32|AAAAAAAAAAAA0032|57860|25308|Department5|29|94|Catalog page 32 description|ad|
33|AAAAAAAAAAAA0033|71867|47131|Department6|29|90|Catalog page 33 description|cover|
34|AAAAAAAAAAAA0034|22504|42511|Department7|39|45|Catalog page 34 description|product|
35|AAAAAAAAAAAA0035|54600|60234|Department1|41|45|Catalog page 35 description|ad|
36|AAAAAAAAAAAA0036|36898|5251|Department3|67|88|Catalog page 36 description|index|
37|AAAAAAAAAAAA0037|65217|59824|Department8|81|39|Catalog page 37 description|index|
38|AAAAAAAAAAAA0038|46545|21490|Department5|94|85|Catalog page 38 description|cover|
39|AAAAAAAAAAAA0039|16911|10945|Department2|91|68|Catalog page 39 description|cover|
40|AAAAAAAAAAAA0040|68531|21433|Department3|33|72|Catalog page 40 description|ad|
41|AAAAAAAAAAAA0041|1009|50812|Department1|78|82|Catalog page 41 description|product|
42|AAAAAAAAAAAA0042|31458|41683|Department6|23|5|Catalog page 42 description|product|
43|AAAAAAAAAAAA0043|13092|71822|Department2|23|57|Catalog page 43 description|product|
44|AAAAAAAAAAAA0044|39188|18635|Department10|12|50|Catalog page 44 description|ad|
45|AAAAAAAAAAAA0045|70075|34129|Department8|24|26|Catalog page 45 description|index|
46|AAAAAAAAAAAA0046|70220|26647|Department8|26|31|Catalog page 46 description|ad|
47|AAAAAAAAAAAA0047|52089|31793|Department1|44|70|Catalog page 47 description|index|
48|AAAAAAAAAAAA0048|2050|11803|Department4|41|7|Catalog page 48 description|index|
49|AAAAAAAAAAAA0049|30450|44824|Department10|26|93|Catalog page 49 description|ad|
50|AAAAAAAAAAAA0050|65433|7057|Department9|33|46|Catalog page 50 description|product|
51|AAAAAAAAAAAA0051|23006|51384|Department7|28|67|Catalog page 51 description|ad|
52|AAAAAAAAAAAA0052|49725|38644|Department4|2|55|Catalog page 52 description|ad|
53|AAAAAAAAAAAA0053|37968|13059|Department2|59|3|Catalog page 53 description|index|
54|AAAAAAAAAAAA0054|4291|24572|Department3|14|45|Catalog page 54 description|index|
55|AAAAAAAAAAAA0055|50654|16405|Department8|56|24|Catalog page 55 description|cover|
56|AAAAAAAAAAAA0056|14671|4642|Department7|59|33|Catalog page 56 description|index|
57|AAAAAAAAAAAA0057|44441|9608|Department4|34|9|Catalog page 57 description|product|
58|AAAAAAAAAAAA0058|7345|19282|Department6|16|87|Catalog page 58 description|ad|
59|AAAAAAAAAAAA0059|28764|64070|Department3|21|41|Catalog page 59 description|cover|
60|AAAAAAAAAAAA0060|52210|50204|Department5|95|64|Catalog page 60 description|product|
61|AAAAAAAAAAAA0061|42377|71368|Department4|39|52|Catalog page 61 description|cover|
62|AAAAAAAAAAAA0062|11929|10584|Department5|49|4|Catalog page 62 description|product|
63|AAAAAAAAAAAA0063|45224|58838|Department10|10|87|Catalog page 63 description|ad|
64|AAAAAAAAAAAA0064|3452|42544|Department9|73|48|Catalog page 64 description|ad|
65|AAAAAAAAAAAA0065|67879|10439|Department2|70|60|Catalog page 65 description|product|
66|AAAAAAAAAAAA0066|52627|54487|Department8|29|71|Catalog page 66 description|ad|
67|AAAAAAAAAAAA0067|30532|27474|Department9|91|50|Catalog page 67 description|cover|
68|AAAAAAAAAAAA0068|25318|7013|Department8|52|41|Catalog page 68 description|ad|
69|AAAAAAAAAAAA0069|68573|59732|Department7|82|50|Catalog page 69 description|index|
70|AAAAAAAAAAAA0070|11610|61491|Department2|52|25|Catalog page 70 description|ad|
71|AAAAAAAAAAAA0071|25456|18965|Department6|35|94|Catalog page 71 description|product|
72|AAAAAAAAAAAA0072|31296|18116|Department9|89|60|Catalog page 72 description|index|
73|AAAAAAAAAAAA0073|13424|36392|Department2|66|6|Catalog page 73 description|ad|
74|AAAAAAAAAAAA0074|65227|40655|Department1|78|22|Catalog page 74 description|index|
75|AAAAAAAAAAAA0075|72839|23526|Department5|67|18|Catalog page 75 description|product|
76|AAAAAAAAAAAA0076|2279|38441|Department8|17|7|Catalog page 76 description|index|
77|AAAAAAAAAAAA0077|67215|52827|Department7|9|21|Catalog page 77 description|index|
78|AAAAAAAAAAAA0078|22295|70240|Department7|83|75|Catalog page 78 description|ad|
79|AAAAAAAAAAAA0079|18750|53758|Department8|44|50|Catalog page 79 description|cover|
80|AAAAAAAAAAAA0080|27597|9203|Department2|2|12|Catalog page 80 description|index|
81|AAAAAAAAAAAA0081|41693|40215|Department4|1|10|Catalog page 81 description|ad|
82|AAAAAAAAAAAA0082|39696|34880|Department3|94|92|Catalog page 82 description|ad|
83|AAAAAAAAAAAA0083|55360|35389|Department1|91|66|Catalog page 83 description|cover|
84|AAAAAAAAAAAA0084|6137|6920|Department3|67|59|Catalog page 84 description|cover|
85|AAAAAAAAAAAA0085|65957|2641|Department3|26|82|Catalog page 85 description|cover|
86|AAAAAAAAAAAA0086|57189|30144|Department5|21|72|Catalog page 86 description|ad|
87|AAAAAAAAAAAA0087|70454|55083|Department2|4|85|Catalog page 87 description|index|
88|AAAAAAAAAAAA0088|46936|53578|Department8|53|98|Catalog page 88 description|ad|
89|AAAAAAAAAAAA0089|13599|32|Department6|91|6|Catalog page 89 description|product|
90|AAAAAAAAAAAA0090|38441|9133|Department9|39|92|Catalog page 90 description|cover|
91|AAAAAAAAAAAA0091|43848|7230|Department6|89|16|Catalog page 91 description|ad|
92|AAAAAAAAAAAA0092|50296|35323|Department4|17|76|Catalog page 92 description|cover|
93|AAAAAAAAAAAA0093|52800|72229|Department8|4|88|Catalog page 93 description|product|
94|AAAAAAAAAAAA0094|1558|40051|Department9|39|46|Catalog page 94 description|ad|
95|AAAAAAAAAAAA0095|17738|8266|Department9|34|41|Catalog page 95 description|product|
96|AAAAAAAAAAAA0096|52031|922|Department9|50|83|Catalog page 96 description|ad|
97|AAAAAAAAAAAA0097|61983|11727|Department1|49|91|Catalog page 97 description|index|
98|AAAAAAAAAAAA0098|6883|18046|Department4|74|22|Catalog page 98 description|product|
99|AAAAAAAAAAAA0099|4924|49318|Department1|46|98|Catalog page 99 description|ad|
100|AAAAAAAAAAAA0100|16085|62101|Department5|45|65|Catalog page 100 description|cover|
101|AAAAAAAAAAAA0101|62528|41371|Department5|92|14|Catalog page 101 description|index|
102|AAAAAAAAAAAA0102|13419|66594|Department4|79|95|Catalog page 102 description|ad|
103|AAAAAAAAAAAA0103|405|35772|Department4|32|4|Catalog page 103 description|product|
104|AAAAAAAAAAAA0104|28398|40172|Department4|29|16|Catalog page 104 description|ad|
105|AAAAAAAAAAAA0105|59090|54707|Department8|26|54|Catalog page 105 description|ad|
106|AAAAAAAAAAAA0106|52906|49229|Department10|49|53|Catalog page 106 description|index|
107|AAAAAAAAAAAA0107|30048|2547|Department6|54|69|Catalog page 107 description|product|
108|AAAAAAAAAAAA0108|29184|50564|Department1|77|51|Catalog page 108 description|cover|
109|AAAAAAAAAAAA0109|68694|4366|Department6|55|16|Catalog page 109 description|cover|
110|AAAAAAAAAAAA0110|58003|30783|Department2|81|88|Catalog page 110 description|cover|
111|AAAAAAAAAAAA0111|72868|781|Department2|68|36|Catalog page 111 description|product|
112|AAAAAAAAAAAA0112|69701|18853|Department4|18|43|Catalog page 112 description|cover|
113|AAAAAAAAAAAA0113|16231|62076|Department8|13|52|Catalog page 113 description|cover|
114|AAAAAAAAAAAA0114|60484|13848|Department1|7|77|Catalog page 114 description|product|
115|AAAAAAAAAAAA0115|70925|6142|Department10|16|86|Catalog page 115 description|product|
116|AAAAAAAAAAAA0116|14111|3040|Department4|79|12|Catalog page 116 description|index|
117|AAAAAAAAAAAA0117|45534|12659|Department10|35|74|Catalog page 117 description|product|
