0|0000000000|0|0|0|0|AM|third|third|unknown|
1|0000000001|1|0|0|1|AM|third|third|unknown|
2|0000000002|2|0|0|2|AM|third|third|unknown|
3|0000000003|3|0|0|3|AM|third|third|unknown|
4|0000000004|4|0|0|4|AM|third|third|unknown|
5|0000000005|5|0|0|5|AM|third|third|unknown|
6|0000000006|6|0|0|6|AM|third|third|unknown|
7|0000000007|7|0|0|7|AM|third|third|unknown|
8|0000000008|8|0|0|8|AM|third|third|unknown|
9|0000000009|9|0|0|9|AM|third|third|unknown|
10|0000000010|10|0|0|10|AM|third|third|unknown|
11|0000000011|11|0|0|11|AM|third|third|unknown|
12|0000000012|12|0|0|12|AM|third|third|unknown|
13|0000000013|13|0|0|13|AM|third|third|unknown|
14|0000000014|14|0|0|14|AM|third|third|unknown|
15|0000000015|15|0|0|15|AM|third|third|unknown|
16|0000000016|16|0|0|16|AM|third|third|unknown|
17|0000000017|17|0|0|17|AM|third|third|unknown|
18|0000000018|18|0|0|18|AM|third|third|unknown|
19|0000000019|19|0|0|19|AM|third|third|unknown|
20|0000000020|20|0|0|20|AM|third|third|unknown|
21|0000000021|21|0|0|21|AM|third|third|unknown|
22|0000000022|22|0|0|22|AM|third|third|unknown|
23|0000000023|23|0|0|23|AM|third|third|unknown|
24|0000000024|24|0|0|24|AM|third|third|unknown|
25|0000000025|25|0|0|25|AM|third|third|unknown|
26|0000000026|26|0|0|26|AM|third|third|unknown|
27|0000000027|27|0|0|27|AM|third|third|unknown|
28|0000000028|28|0|0|28|AM|third|third|unknown|
29|0000000029|29|0|0|29|AM|third|third|unknown|
30|0000000030|30|0|0|30|AM|third|third|unknown|
31|0000000031|31|0|0|31|AM|third|third|unknown|
32|0000000032|32|0|0|32|AM|third|third|unknown|
33|0000000033|33|0|0|33|AM|third|third|unknown|
34|0000000034|34|0|0|34|AM|third|third|unknown|
35|0000000035|35|0|0|35|AM|third|third|unknown|
36|0000000036|36|0|0|36|AM|third|third|unknown|
37|0000000037|37|0|0|37|AM|third|third|unknown|
38|0000000038|38|0|0|38|AM|third|third|unknown|
39|0000000039|39|0|0|39|AM|third|third|unknown|
40|0000000040|40|0|0|40|AM|third|third|unknown|
41|0000000041|41|0|0|41|AM|third|third|unknown|
42|0000000042|42|0|0|42|AM|third|third|unknown|
43|0000000043|43|0|0|43|AM|third|third|unknown|
44|0000000044|44|0|0|44|AM|third|third|unknown|
45|0000000045|45|0|0|45|AM|third|third|unknown|
46|0000000046|46|0|0|46|AM|third|third|unknown|
47|0000000047|47|0|0|47|AM|third|third|unknown|
48|0000000048|48|0|0|48|AM|third|third|unknown|
49|0000000049|49|0|0|49|AM|third|third|unknown|
50|0000000050|50|0|0|50|AM|third|third|unknown|
51|0000000051|51|0|0|51|AM|third|third|unknown|
52|0000000052|52|0|0|52|AM|third|third|unknown|
53|0000000053|53|0|0|53|AM|third|third|unknown|
54|0000000054|54|0|0|54|AM|third|third|unknown|
55|0000000055|55|0|0|55|AM|third|third|unknown|
56|0000000056|56|0|0|56|AM|third|third|unknown|
57|0000000057|57|0|0|57|AM|third|third|unknown|
58|0000000058|58|0|0|58|AM|third|third|unknown|
59|0000000059|59|0|0|59|AM|third|third|unknown|
60|0000000060|60|0|1|0|AM|third|third|unknown|
61|0000000061|61|0|1|1|AM|third|third|unknown|
62|0000000062|62|0|1|2|AM|third|third|unknown|
63|0000000063|63|0|1|3|AM|third|third|unknown|
64|0000000064|64|0|1|4|AM|third|third|unknown|
65|0000000065|65|0|1|5|AM|third|third|unknown|
66|0000000066|66|0|1|6|AM|third|third|unknown|
67|0000000067|67|0|1|7|AM|third|third|unknown|
68|0000000068|68|0|1|8|AM|third|third|unknown|
69|0000000069|69|0|1|9|AM|third|third|unknown|
70|0000000070|70|0|1|10|AM|third|third|unknown|
71|0000000071|71|0|1|11|AM|third|third|unknown|
72|0000000072|72|0|1|12|AM|third|third|unknown|
73|0000000073|73|0|1|13|AM|third|third|unknown|
74|0000000074|74|0|1|14|AM|third|third|unknown|
75|0000000075|75|0|1|15|AM|third|third|unknown|
76|0000000076|76|0|1|16|AM|third|third|unknown|
77|0000000077|77|0|1|17|AM|third|third|unknown|
78|0000000078|78|0|1|18|AM|third|third|unknown|
79|0000000079|79|0|1|19|AM|third|third|unknown|
80|0000000080|80|0|1|20|AM|third|third|unknown|
81|0000000081|81|0|1|21|AM|third|third|unknown|
82|0000000082|82|0|1|22|AM|third|third|unknown|
83|0000000083|83|0|1|23|AM|third|third|unknown|
84|0000000084|84|0|1|24|AM|third|third|unknown|
85|0000000085|85|0|1|25|AM|third|third|unknown|
86|0000000086|86|0|1|26|AM|third|third|unknown|
87|0000000087|87|0|1|27|AM|third|third|unknown|
88|0000000088|88|0|1|28|AM|third|third|unknown|
89|0000000089|89|0|1|29|AM|third|third|unknown|
90|0000000090|90|0|1|30|AM|third|third|unknown|
91|0000000091|91|0|1|31|AM|third|third|unknown|
92|0000000092|92|0|1|32|AM|third|third|unknown|
93|0000000093|93|0|1|33|AM|third|third|unknown|
94|0000000094|94|0|1|34|AM|third|third|unknown|
95|0000000095|95|0|1|35|AM|third|third|unknown|
96|0000000096|96|0|1|36|AM|third|third|unknown|
97|0000000097|97|0|1|37|AM|third|third|unknown|
98|0000000098|98|0|1|38|AM|third|third|unknown|
99|0000000099|99|0|1|39|AM|third|third|unknown|
100|0000000100|100|0|1|40|AM|third|third|unknown|
101|0000000101|101|0|1|41|AM|third|third|unknown|
102|0000000102|102|0|1|42|AM|third|third|unknown|
103|0000000103|103|0|1|43|AM|third|third|unknown|
104|0000000104|104|0|1|44|AM|third|third|unknown|
105|0000000105|105|0|1|45|AM|third|third|unknown|
106|0000000106|106|0|1|46|AM|third|third|unknown|
107|0000000107|107|0|1|47|AM|third|third|unknown|
108|0000000108|108|0|1|48|AM|third|third|unknown|
109|0000000109|109|0|1|49|AM|third|third|unknown|
110|0000000110|110|0|1|50|AM|third|third|unknown|
111|0000000111|111|0|1|51|AM|third|third|unknown|
112|0000000112|112|0|1|52|AM|third|third|unknown|
113|0000000113|113|0|1|53|AM|third|third|unknown|
114|0000000114|114|0|1|54|AM|third|third|unknown|
115|0000000115|115|0|1|55|AM|third|third|unknown|
116|0000000116|116|0|1|56|AM|third|third|unknown|
117|0000000117|117|0|1|57|AM|third|third|unknown|
118|0000000118|118|0|1|58|AM|third|third|unknown|
119|0000000119|119|0|1|59|AM|third|third|unknown|
120|0000000120|120|0|2|0|AM|third|third|unknown|
121|0000000121|121|0|2|1|AM|third|third|unknown|
122|0000000122|122|0|2|2|AM|third|third|unknown|
123|0000000123|123|0|2|3|AM|third|third|unknown|
124|0000000124|124|0|2|4|AM|third|third|unknown|
125|0000000125|125|0|2|5|AM|third|third|unknown|
126|0000000126|126|0|2|6|AM|third|third|unknown|
127|0000000127|127|0|2|7|AM|third|third|unknown|
128|0000000128|128|0|2|8|AM|third|third|unknown|
129|0000000129|129|0|2|9|AM|third|third|unknown|
130|0000000130|130|0|2|10|AM|third|third|unknown|
131|0000000131|131|0|2|11|AM|third|third|unknown|
132|0000000132|132|0|2|12|AM|third|third|unknown|
133|0000000133|133|0|2|13|AM|third|third|unknown|
134|0000000134|134|0|2|14|AM|third|third|unknown|
135|0000000135|135|0|2|15|AM|third|third|unknown|
136|0000000136|136|0|2|16|AM|third|third|unknown|
137|0000000137|137|0|2|17|AM|third|third|unknown|
138|0000000138|138|0|2|18|AM|third|third|unknown|
139|0000000139|139|0|2|19|AM|third|third|unknown|
140|0000000140|140|0|2|20|AM|third|third|unknown|
141|0000000141|141|0|2|21|AM|third|third|unknown|
142|0000000142|142|0|2|22|AM|third|third|unknown|
143|0000000143|143|0|2|23|AM|third|third|unknown|
144|0000000144|144|0|2|24|AM|third|third|unknown|
145|0000000145|145|0|2|25|AM|third|third|unknown|
146|0000000146|146|0|2|26|AM|third|third|unknown|
147|0000000147|147|0|2|27|AM|third|third|unknown|
148|0000000148|148|0|2|28|AM|third|third|unknown|
149|0000000149|149|0|2|29|AM|third|third|unknown|
150|0000000150|150|0|2|30|AM|third|third|unknown|
151|0000000151|151|0|2|31|AM|third|third|unknown|
152|0000000152|152|0|2|32|AM|third|third|unknown|
153|0000000153|153|0|2|33|AM|third|third|unknown|
154|0000000154|154|0|2|34|AM|third|third|unknown|
155|0000000155|155|0|2|35|AM|third|third|unknown|
156|0000000156|156|0|2|36|AM|third|third|unknown|
157|0000000157|157|0|2|37|AM|third|third|unknown|
158|0000000158|158|0|2|38|AM|third|third|unknown|
159|0000000159|159|0|2|39|AM|third|third|unknown|
160|0000000160|160|0|2|40|AM|third|third|unknown|
161|0000000161|161|0|2|41|AM|third|third|unknown|
162|0000000162|162|0|2|42|AM|third|third|unknown|
163|0000000163|163|0|2|43|AM|third|third|unknown|
164|0000000164|164|0|2|44|AM|third|third|unknown|
165|0000000165|165|0|2|45|AM|third|third|unknown|
166|0000000166|166|0|2|46|AM|third|third|unknown|
167|0000000167|167|0|2|47|AM|third|third|unknown|
168|0000000168|168|0|2|48|AM|third|third|unknown|
169|0000000169|169|0|2|49|AM|third|third|unknown|
170|0000000170|170|0|2|50|AM|third|third|unknown|
171|0000000171|171|0|2|51|AM|third|third|unknown|
172|0000000172|172|0|2|52|AM|third|third|unknown|
173|0000000173|173|0|2|53|AM|third|third|unknown|
174|0000000174|174|0|2|54|AM|third|third|unknown|
175|0000000175|175|0|2|55|AM|third|third|unknown|
176|0000000176|176|0|2|56|AM|third|third|unknown|
177|0000000177|177|0|2|57|AM|third|third|unknown|
178|0000000178|178|0|2|58|AM|third|third|unknown|
179|0000000179|179|0|2|59|AM|third|third|unknown|
180|0000000180|180|0|3|0|AM|third|third|unknown|
181|0000000181|181|0|3|1|AM|third|third|unknown|
182|0000000182|182|0|3|2|AM|third|third|unknown|
183|0000000183|183|0|3|3|AM|third|third|unknown|
184|0000000184|184|0|3|4|AM|third|third|unknown|
185|0000000185|185|0|3|5|AM|third|third|unknown|
186|0000000186|186|0|3|6|AM|third|third|unknown|
187|0000000187|187|0|3|7|AM|third|third|unknown|
188|0000000188|188|0|3|8|AM|third|third|unknown|
189|0000000189|189|0|3|9|AM|third|third|unknown|
190|0000000190|190|0|3|10|AM|third|third|unknown|
191|0000000191|191|0|3|11|AM|third|third|unknown|
192|0000000192|192|0|3|12|AM|third|third|unknown|
193|0000000193|193|0|3|13|AM|third|third|unknown|
194|0000000194|194|0|3|14|AM|third|third|unknown|
195|0000000195|195|0|3|15|AM|third|third|unknown|
196|0000000196|196|0|3|16|AM|third|third|unknown|
197|0000000197|197|0|3|17|AM|third|third|unknown|
198|0000000198|198|0|3|18|AM|third|third|unknown|
199|0000000199|199|0|3|19|AM|third|third|unknown|
200|0000000200|200|0|3|20|AM|third|third|unknown|
201|0000000201|201|0|3|21|AM|third|third|unknown|
202|0000000202|202|0|3|22|AM|third|third|unknown|
203|0000000203|203|0|3|23|AM|third|third|unknown|
204|0000000204|204|0|3|24|AM|third|third|unknown|
205|0000000205|205|0|3|25|AM|third|third|unknown|
206|0000000206|206|0|3|26|AM|third|third|unknown|
207|0000000207|207|0|3|27|AM|third|third|unknown|
208|0000000208|208|0|3|28|AM|third|third|unknown|
209|0000000209|209|0|3|29|AM|third|third|unknown|
210|0000000210|210|0|3|30|AM|third|third|unknown|
211|0000000211|211|0|3|31|AM|third|third|unknown|
212|0000000212|212|0|3|32|AM|third|third|unknown|
213|0000000213|213|0|3|33|AM|third|third|unknown|
214|0000000214|214|0|3|34|AM|third|third|unknown|
215|0000000215|215|0|3|35|AM|third|third|unknown|
216|0000000216|216|0|3|36|AM|third|third|unknown|
217|0000000217|217|0|3|37|AM|third|third|unknown|
218|0000000218|218|0|3|38|AM|third|third|unknown|
219|0000000219|219|0|3|39|AM|third|third|unknown|
220|0000000220|220|0|3|40|AM|third|third|unknown|
221|0000000221|221|0|3|41|AM|third|third|unknown|
222|0000000222|222|0|3|42|AM|third|third|unknown|
223|0000000223|223|0|3|43|AM|third|third|unknown|
224|0000000224|224|0|3|44|AM|third|third|unknown|
225|0000000225|225|0|3|45|AM|third|third|unknown|
226|0000000226|226|0|3|46|AM|third|third|unknown|
227|0000000227|227|0|3|47|AM|third|third|unknown|
228|0000000228|228|0|3|48|AM|third|third|unknown|
229|0000000229|229|0|3|49|AM|third|third|unknown|
230|0000000230|230|0|3|50|AM|third|third|unknown|
231|0000000231|231|0|3|51|AM|third|third|unknown|
232|0000000232|232|0|3|52|AM|third|third|unknown|
233|0000000233|233|0|3|53|AM|third|third|unknown|
234|0000000234|234|0|3|54|AM|third|third|unknown|
235|0000000235|235|0|3|55|AM|third|third|unknown|
236|0000000236|236|0|3|56|AM|third|third|unknown|
237|0000000237|237|0|3|57|AM|third|third|unknown|
238|0000000238|238|0|3|58|AM|third|third|unknown|
239|0000000239|239|0|3|59|AM|third|third|unknown|
240|0000000240|240|0|4|0|AM|third|third|unknown|
241|0000000241|241|0|4|1|AM|third|third|unknown|
242|0000000242|242|0|4|2|AM|third|third|unknown|
243|0000000243|243|0|4|3|AM|third|third|unknown|
244|0000000244|244|0|4|4|AM|third|third|unknown|
245|0000000245|245|0|4|5|AM|third|third|unknown|
246|0000000246|246|0|4|6|AM|third|third|unknown|
247|0000000247|247|0|4|7|AM|third|third|unknown|
248|0000000248|248|0|4|8|AM|third|third|unknown|
249|0000000249|249|0|4|9|AM|third|third|unknown|
250|0000000250|250|0|4|10|AM|third|third|unknown|
251|0000000251|251|0|4|11|AM|third|third|unknown|
