2415021|19000101|1900-01-01|0|0|0|1900|1|1|1|1|1900|0|0|Monday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415022|19000102|1900-01-02|0|0|0|1900|2|1|2|1|1900|0|0|Tuesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415023|19000103|1900-01-03|0|0|0|1900|3|1|3|1|1900|0|0|Wednesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415024|19000104|1900-01-04|0|0|0|1900|4|1|4|1|1900|0|0|Thursday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415025|19000105|1900-01-05|0|0|0|1900|5|1|5|1|1900|0|0|Friday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415026|19000106|1900-01-06|0|0|0|1900|6|1|6|1|1900|0|0|Saturday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415027|19000107|1900-01-07|0|0|0|1900|0|1|7|1|1900|0|0|Sunday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415028|19000108|1900-01-08|0|1|0|1900|1|1|8|1|1900|0|1|Monday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415029|19000109|1900-01-09|0|1|0|1900|2|1|9|1|1900|0|1|Tuesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415030|19000110|1900-01-10|0|1|0|1900|3|1|10|1|1900|0|1|Wednesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415031|19000111|1900-01-11|0|1|0|1900|4|1|11|1|1900|0|1|Thursday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415032|19000112|1900-01-12|0|1|0|1900|5|1|12|1|1900|0|1|Friday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415033|19000113|1900-01-13|0|1|0|1900|6|1|13|1|1900|0|1|Saturday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415034|19000114|1900-01-14|0|1|0|1900|0|1|14|1|1900|0|1|Sunday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415035|19000115|1900-01-15|0|2|0|1900|1|1|15|1|1900|0|2|Monday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415036|19000116|1900-01-16|0|2|0|1900|2|1|16|1|1900|0|2|Tuesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415037|19000117|1900-01-17|0|2|0|1900|3|1|17|1|1900|0|2|Wednesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415038|19000118|1900-01-18|0|2|0|1900|4|1|18|1|1900|0|2|Thursday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415039|19000119|1900-01-19|0|2|0|1900|5|1|19|1|1900|0|2|Friday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415040|19000120|1900-01-20|0|2|0|1900|6|1|20|1|1900|0|2|Saturday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415041|19000121|1900-01-21|0|2|0|1900|0|1|21|1|1900|0|2|Sunday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415042|19000122|1900-01-22|0|3|0|1900|1|1|22|1|1900|0|3|Monday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415043|19000123|1900-01-23|0|3|0|1900|2|1|23|1|1900|0|3|Tuesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415044|19000124|1900-01-24|0|3|0|1900|3|1|24|1|1900|0|3|Wednesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415045|19000125|1900-01-25|0|3|0|1900|4|1|25|1|1900|0|3|Thursday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415046|19000126|1900-01-26|0|3|0|1900|5|1|26|1|1900|0|3|Friday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415047|19000127|1900-01-27|0|3|0|1900|6|1|27|1|1900|0|3|Saturday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415048|19000128|1900-01-28|0|3|0|1900|0|1|28|1|1900|0|3|Sunday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415049|19000129|1900-01-29|0|4|0|1900|1|1|29|1|1900|0|4|Monday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415050|19000130|1900-01-30|0|4|0|1900|2|1|30|1|1900|0|4|Tuesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415051|19000131|1900-01-31|0|4|0|1900|3|1|31|1|1900|0|4|Wednesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415052|19000201|1900-02-01|1|4|0|1900|4|2|1|1|1900|0|4|Thursday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415053|19000202|1900-02-02|1|4|0|1900|5|2|2|1|1900|0|4|Friday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415054|19000203|1900-02-03|1|4|0|1900|6|2|3|1|1900|0|4|Saturday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415055|19000204|1900-02-04|1|4|0|1900|0|2|4|1|1900|0|4|Sunday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415056|19000205|1900-02-05|1|5|0|1900|1|2|5|1|1900|0|5|Monday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415057|19000206|1900-02-06|1|5|0|1900|2|2|6|1|1900|0|5|Tuesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415058|19000207|1900-02-07|1|5|0|1900|3|2|7|1|1900|0|5|Wednesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415059|19000208|1900-02-08|1|5|0|1900|4|2|8|1|1900|0|5|Thursday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415060|19000209|1900-02-09|1|5|0|1900|5|2|9|1|1900|0|5|Friday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415061|19000210|1900-02-10|1|5|0|1900|6|2|10|1|1900|0|5|Saturday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415062|19000211|1900-02-11|1|5|0|1900|0|2|11|1|1900|0|5|Sunday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415063|19000212|1900-02-12|1|6|0|1900|1|2|12|1|1900|0|6|Monday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415064|19000213|1900-02-13|1|6|0|1900|2|2|13|1|1900|0|6|Tuesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415065|19000214|1900-02-14|1|6|0|1900|3|2|14|1|1900|0|6|Wednesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415066|19000215|1900-02-15|1|6|0|1900|4|2|15|1|1900|0|6|Thursday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415067|19000216|1900-02-16|1|6|0|1900|5|2|16|1|1900|0|6|Friday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415068|19000217|1900-02-17|1|6|0|1900|6|2|17|1|1900|0|6|Saturday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415069|19000218|1900-02-18|1|6|0|1900|0|2|18|1|1900|0|6|Sunday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415070|19000219|1900-02-19|1|7|0|1900|1|2|19|1|1900|0|7|Monday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415071|19000220|1900-02-20|1|7|0|1900|2|2|20|1|1900|0|7|Tuesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415072|19000221|1900-02-21|1|7|0|1900|3|2|21|1|1900|0|7|Wednesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415073|19000222|1900-02-22|1|7|0|1900|4|2|22|1|1900|0|7|Thursday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415074|19000223|1900-02-23|1|7|0|1900|5|2|23|1|1900|0|7|Friday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415075|19000224|1900-02-24|1|7|0|1900|6|2|24|1|1900|0|7|Saturday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415076|19000225|1900-02-25|1|7|0|1900|0|2|25|1|1900|0|7|Sunday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415077|19000226|1900-02-26|1|8|0|1900|1|2|26|1|1900|0|8|Monday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415078|19000227|1900-02-27|1|8|0|1900|2|2|27|1|1900|0|8|Tuesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415079|19000228|1900-02-28|1|8|0|1900|3|2|28|1|1900|0|8|Wednesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415080|19000301|1900-03-01|2|8|0|1900|4|3|1|1|1900|0|8|Thursday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415081|19000302|1900-03-02|2|8|0|1900|5|3|2|1|1900|0|8|Friday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415082|19000303|1900-03-03|2|8|0|1900|6|3|3|1|1900|0|8|Saturday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415083|19000304|1900-03-04|2|8|0|1900|0|3|4|1|1900|0|8|Sunday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415084|19000305|1900-03-05|2|9|0|1900|1|3|5|1|1900|0|9|Monday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415085|19000306|1900-03-06|2|9|0|1900|2|3|6|1|1900|0|9|Tuesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415086|19000307|1900-03-07|2|9|0|1900|3|3|7|1|1900|0|9|Wednesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415087|19000308|1900-03-08|2|9|0|1900|4|3|8|1|1900|0|9|Thursday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415088|19000309|1900-03-09|2|9|0|1900|5|3|9|1|1900|0|9|Friday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415089|19000310|1900-03-10|2|9|0|1900|6|3|10|1|1900|0|9|Saturday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415090|19000311|1900-03-11|2|9|0|1900|0|3|11|1|1900|0|9|Sunday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415091|19000312|1900-03-12|2|10|0|1900|1|3|12|1|1900|0|10|Monday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415092|19000313|1900-03-13|2|10|0|1900|2|3|13|1|1900|0|10|Tuesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415093|19000314|1900-03-14|2|10|0|1900|3|3|14|1|1900|0|10|Wednesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415094|19000315|1900-03-15|2|10|0|1900|4|3|15|1|1900|0|10|Thursday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415095|19000316|1900-03-16|2|10|0|1900|5|3|16|1|1900|0|10|Friday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415096|19000317|1900-03-17|2|10|0|1900|6|3|17|1|1900|0|10|Saturday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415097|19000318|1900-03-18|2|10|0|1900|0|3|18|1|1900|0|10|Sunday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415098|19000319|1900-03-19|2|11|0|1900|1|3|19|1|1900|0|11|Monday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415099|19000320|1900-03-20|2|11|0|1900|2|3|20|1|1900|0|11|Tuesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415100|19000321|1900-03-21|2|11|0|1900|3|3|21|1|1900|0|11|Wednesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415101|19000322|1900-03-22|2|11|0|1900|4|3|22|1|1900|0|11|Thursday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415102|19000323|1900-03-23|2|11|0|1900|5|3|23|1|1900|0|11|Friday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415103|19000324|1900-03-24|2|11|0|1900|6|3|24|1|1900|0|11|Saturday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415104|19000325|1900-03-25|2|11|0|1900|0|3|25|1|1900|0|11|Sunday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415105|19000326|1900-03-26|2|12|0|1900|1|3|26|1|1900|0|12|Monday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415106|19000327|1900-03-27|2|12|0|1900|2|3|27|1|1900|0|12|Tuesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415107|19000328|1900-03-28|2|12|0|1900|3|3|28|1|1900|0|12|Wednesday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415108|19000329|1900-03-29|2|12|0|1900|4|3|29|1|1900|0|12|Thursday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415109|19000330|1900-03-30|2|12|0|1900|5|3|30|1|1900|0|12|Friday|Q1|N|N|N|0|0|0|0|N|N|N|N|N|
2415110|19000331|1900-03-31|2|12|0|1900|6|3|31|1|1900|0|12|Saturday|Q1|N|Y|N|0|0|0|0|N|N|N|N|N|
2415111|19000401|1900-04-01|3|12|1|1900|0|4|1|2|1900|1|12|Sunday|Q2|N|Y|N|0|0|0|0|N|N|N|N|N|
2415112|19000402|1900-04-02|3|13|1|1900|1|4|2|2|1900|1|13|Monday|Q2|N|N|N|0|0|0|0|N|N|N|N|N|
2415113|19000403|1900-04-03|3|13|1|1900|2|4|3|2|1900|1|13|Tuesday|Q2|N|N|N|0|0|0|0|N|N|N|N|N|
2415114|19000404|1900-04-04|3|13|1|1900|3|4|4|2|1900|1|13|Wednesday|Q2|N|N|N|0|0|0|0|N|N|N|N|N|
2415115|19000405|1900-04-05|3|13|1|1900|4|4|5|2|1900|1|13|Thursday|Q2|N|N|N|0|0|0|0|N|N|N|N|N|
2415116|19000406|1900-04-06|3|13|1|1900|5|4|6|2|1900|1|13|Friday|Q2|N|N|N|0|0|0|0|N|N|N|N|N|
2415117|19000407|1900-04-07|3|13|1|1900|6|4|7|2|1900|1|13|Saturday|Q2|N|Y|N|0|0|0|0|N|N|N|N|N|
2415118|19000408|1900-04-08|3|13|1|1900|0|4|8|2|1900|1|13|Sunday|Q2|N|Y|N|0|0|0|0|N|N|N|N|N|
2415119|19000409|1900-04-09|3|14|1|1900|1|4|9|2|1900|1|14|Monday|Q2|N|N|N|0|0|0|0|N|N|N|N|N|
2415120|19000410|1900-04-10|3|14|1|1900|2|4|10|2|1900|1|14|Tuesday|Q2|N|N|N|0|0|0|0|N|N|N|N|N|
2415121|19000411|1900-04-11|3|14|1|1900|3|4|11|2|1900|1|14|Wednesday|Q2|N|N|N|0|0|0|0|N|N|N|N|N|
2415122|19000412|1900-04-12|3|14|1|1900|4|4|12|2|1900|1|14|Thursday|Q2|N|N|N|0|0|0|0|N|N|N|N|N|
