2451282|60210|2451287|16226|289701|1048349|3767|5463913|289701|1048349|3767|5463913|35|22|16|4|218|1|%!f(int=46)|72.91|100.62|98.60|92.57|4535.76|3353.86|4628.33|362.86|0.00|226.79|4535.76|4898.62|4762.55|5125.41|
%!(EXTRA float64=1181.9002639999999)2451277|69067|2451298|10738|5089696|883625|3844|2436985|5089696|883625|3844|2436985|43|15|18|5|172|1|%!f(int=46)|96.63|105.33|88.47|775.20|4069.82|4444.98|4845.03|325.59|0.00|203.49|4069.82|4395.41|4273.31|4598.90|
%!(EXTRA float64=-375.1563119999996)2450861|45561|2450887|511|5551786|1482669|6798|3812770|5551786|1482669|6798|3812770|23|2|13|3|148|1|%!f(int=04)|50.83|58.45|49.10|37.41|196.41|203.32|233.82|15.71|0.00|9.82|196.41|212.12|206.23|221.94|
%!(EXTRA float64=-6.912880000000001)2451161|67602|2451172|5197|6876392|1602778|3586|4443592|6876392|1602778|3586|4443592|43|22|4|5|27|2|%!f(int=06)|77.79|112.02|106.42|33.61|638.50|466.74|672.11|51.08|0.00|31.93|638.50|689.58|670.43|721.51|
%!(EXTRA float64=171.76031999999998)2451367|41211|2451387|11041|1772481|1520739|6936|709546|1772481|1520739|6936|709546|34|15|4|5|227|2|%!f(int=45)|74.83|80.07|66.46|612.52|2990.54|3367.35|3603.06|239.24|0.00|149.53|2990.54|3229.79|3140.07|3379.31|
%!(EXTRA float64=-376.80646499999966)2451405|46998|2451432|17894|10774245|626333|4523|1351842|10774245|626333|4523|1351842|27|27|2|4|163|2|%!f(int=03)|98.58|143.93|142.49|4.32|427.46|295.74|431.78|34.20|0.00|21.37|427.46|461.66|448.84|483.03|
%!(EXTRA float64=131.72259599999995)2451110|21053|2451137|11357|6678020|322917|2576|1376594|6678020|322917|2576|1376594|14|4|20|5|33|3|%!f(int=01)|55.79|58.02|49.32|8.70|49.32|55.79|58.02|3.95|0.00|2.47|49.32|53.26|51.78|55.73|
%!(EXTRA float64=-6.471640000000001)2451513|75698|2451525|16900|2516262|1306005|6761|4172915|2516262|1306005|6761|4172915|38|21|16|2|153|3|%!f(int=38)|42.36|57.19|50.90|239.04|1934.03|1609.68|2173.07|154.72|0.00|96.70|1934.03|2088.75|2030.73|2185.45|
%!(EXTRA float64=324.3505200000002)2451056|9317|2451064|13687|6377263|736684|4851|2845976|6377263|736684|4851|2845976|5|19|3|2|46|3|%!f(int=06)|81.72|84.99|76.49|50.99|458.94|490.32|509.93|36.72|0.00|22.95|458.94|495.65|481.89|518.60|
%!(EXTRA float64=-31.380479999999977)2451195|60512|2451203|2527|10195374|896176|689|218106|10195374|896176|689|218106|60|30|11|2|49|4|%!f(int=30)|99.87|124.84|113.60|337.06|3408.06|2996.10|3745.12|272.65|0.00|170.40|3408.06|3680.71|3578.47|3851.11|
%!(EXTRA float64=411.9637499999999)2451077|48774|2451092|2670|10095557|685635|7011|4966584|10095557|685635|7011|4966584|4|6|9|5|139|4|%!f(int=37)|88.63|95.72|83.28|460.42|3081.24|3279.31|3541.65|246.50|0.00|154.06|3081.24|3327.74|3235.30|3481.80|
%!(EXTRA float64=-198.0703239999998)2451148|24398|2451173|13806|660648|210884|2384|5181478|660648|210884|2384|5181478|13|11|2|1|236|4|%!f(int=21)|91.50|101.57|79.22|469.23|1663.63|1921.50|2132.87|133.09|0.00|83.18|1663.63|1796.73|1746.82|1879.91|
%!(EXTRA float64=-257.86529999999993)2451308|53367|2451317|6649|3465574|390051|4356|2257372|3465574|390051|4356|2257372|4|23|4|5|123|5|%!f(int=29)|76.79|107.51|102.13|155.88|2961.79|2226.91|3117.67|236.94|0.00|148.09|2961.79|3198.73|3109.88|3346.82|
%!(EXTRA float64=734.8802999999994)2451007|20884|2451022|16848|11495853|1416456|2654|1478447|11495853|1416456|2654|1478447|58|30|11|2|7|5|%!f(int=15)|63.05|68.09|57.20|163.43|857.98|945.75|1021.41|68.64|0.00|42.90|857.98|926.62|900.88|969.52|
%!(EXTRA float64=-87.76559999999995)2451157|7971|2451173|16525|1256959|1396816|6706|2979768|1256959|1396816|6706|2979768|15|21|20|1|3|5|%!f(int=45)|69.36|102.65|84.18|831.49|3787.89|3121.20|4619.38|303.03|0.00|189.39|3787.89|4090.92|3977.28|4280.31|
%!(EXTRA float64=666.6883200000002)2451362|18082|2451369|1305|11865799|938951|2346|3807392|11865799|938951|2346|3807392|3|9|6|1|14|6|%!f(int=14)|51.44|68.93|65.48|48.25|916.76|720.16|965.01|73.34|0.00|45.84|916.76|990.10|962.60|1035.94|
%!(EXTRA float64=196.60368000000005)2451361|9094|2451367|7372|4446099|77000|690|3334662|4446099|77000|690|3334662|42|14|8|1|129|6|%!f(int=46)|25.74|35.26|33.85|64.89|1557.25|1184.04|1622.13|124.58|0.00|77.86|1557.25|1681.83|1635.11|1759.69|
%!(EXTRA float64=373.20940800000017)2451013|64413|2451020|6226|5056445|808804|3207|222559|5056445|808804|3207|222559|24|1|19|4|63|6|%!f(int=10)|12.36|14.46|11.57|28.92|115.69|123.60|144.61|9.26|0.00|5.78|115.69|124.94|121.47|130.73|
%!(EXTRA float64=-7.91040000000001)2450849|45251|2450858|8289|8536228|528282|1509|4732551|8536228|528282|1509|4732551|28|5|19|3|190|7|%!f(int=15)|83.79|103.06|86.57|247.35|1298.58|1256.85|1545.93|103.89|0.00|64.93|1298.58|1402.46|1363.51|1467.39|
%!(EXTRA float64=41.72741999999971)2451297|66972|2451324|14041|6896807|1540807|4103|5527907|6896807|1540807|4103|5527907|27|24|4|5|214|7|%!f(int=28)|12.15|13.00|11.31|47.32|316.69|340.20|364.01|25.34|0.00|15.83|316.69|342.03|332.53|357.86|
%!(EXTRA float64=-23.50781999999998)2451190|54036|2451209|9333|4013035|1280087|5412|2225270|4013035|1280087|5412|2225270|7|14|9|2|260|7|%!f(int=39)|55.91|82.75|76.95|225.90|3001.23|2180.49|3227.13|240.10|0.00|150.06|3001.23|3241.32|3151.29|3391.39|
%!(EXTRA float64=820.7364360000001)2450847|60354|2450858|10052|4632469|195607|3989|2150416|4632469|195607|3989|2150416|25|3|20|4|106|8|%!f(int=41)|3.11|3.33|2.40|38.20|98.23|127.51|136.44|7.86|0.00|4.91|98.23|106.09|103.15|111.00|
%!(EXTRA float64=-29.276295999999988)2451482|23759|2451492|17766|11803392|1519633|4329|864278|11803392|1519633|4329|864278|21|29|2|3|254|8|%!f(int=33)|17.68|24.22|23.74|15.99|783.33|583.44|799.31|62.67|0.00|39.17|783.33|845.99|822.49|885.16|
%!(EXTRA float64=199.88654400000007)2450870|2302|2450884|10790|1947235|1346854|2815|1372906|1947235|1346854|2815|1372906|10|12|5|4|245|8|%!f(int=05)|60.56|69.64|59.89|48.75|299.47|302.80|348.22|23.96|0.00|14.97|299.47|323.43|314.44|338.40|
%!(EXTRA float64=-3.3308000000000675)2450909|21724|2450929|3166|7270814|1818695|2721|768676|7270814|1818695|2721|768676|1|23|4|4|132|9|%!f(int=33)|17.71|24.62|22.16|81.24|731.12|584.43|812.36|58.49|0.00|36.56|731.12|789.61|767.68|826.17|
%!(EXTRA float64=146.69193000000007)2451213|62599|2451227|4513|6008421|251641|1462|216992|6008421|251641|1462|216992|13|24|10|1|1|9|%!f(int=40)|80.98|106.08|80.62|1018.40|3224.95|3239.20|4243.35|258.00|0.00|161.25|3224.95|3482.94|3386.19|3644.19|
%!(EXTRA float64=-14.25247999999965)2450849|29445|2450855|16545|10804021|74513|820|1659733|10804021|74513|820|1659733|12|3|1|1|61|9|%!f(int=50)|67.45|93.08|89.36|186.16|4467.89|3372.50|4654.05|357.43|0.00|223.39|4467.89|4825.32|4691.28|5048.71|
%!(EXTRA float64=1095.388)2451489|85005|2451511|2921|5879242|1768975|2362|5705167|5879242|1768975|2362|5705167|35|28|2|5|267|10|%!f(int=28)|60.17|67.39|50.54|471.73|1415.20|1684.76|1886.93|113.22|0.00|70.76|1415.20|1528.41|1485.96|1599.17|
%!(EXTRA float64=-269.56159999999954)2451206|26594|2451226|2463|1788337|868055|1640|4046173|1788337|868055|1640|4046173|45|1|2|5|114|10|%!f(int=25)|16.47|18.78|18.40|9.39|460.01|411.75|469.39|36.80|0.00|23.00|460.01|496.81|483.01|519.81|
%!(EXTRA float64=48.25709999999998)2451278|44456|2451297|3641|8824224|628241|947|1638140|8824224|628241|947|1638140|37|21|1|2|144|10|%!f(int=06)|96.28|131.90|108.16|142.46|648.97|577.68|791.42|51.92|64.90|32.45|584.07|635.99|616.52|668.43|
%!(EXTRA float64=6.389140800000064)2451322|42855|2451328|10209|6504428|843909|3161|2362836|6504428|843909|3161|2362836|18|19|5|3|268|11|%!f(int=10)|62.28|75.98|60.03|159.56|600.25|622.80|759.82|48.02|0.00|30.01|600.25|648.28|630.27|678.29|
%!(EXTRA float64=-22.54535999999996)2450943|10850|2450971|13704|9230242|1809521|1228|4855562|9230242|1809521|1228|4855562|25|6|16|1|232|11|%!f(int=11)|23.79|31.16|26.18|54.85|287.96|261.69|342.81|23.04|0.00|14.40|287.96|311.00|302.36|325.40|
%!(EXTRA float64=26.273675999999966)2451166|36008|2451170|8238|9536816|165410|3165|4921278|9536816|165410|3165|4921278|19|28|6|3|69|11|%!f(int=06)|8.09|9.06|7.88|7.07|47.30|48.54|54.36|3.78|0.00|2.36|47.30|51.08|49.66|53.45|
%!(EXTRA float64=-1.2426239999999993)2451352|41564|2451357|16250|5583571|109735|7045|2913000|5583571|109735|7045|2913000|30|11|4|5|108|12|%!f(int=48)|37.72|47.53|46.58|45.63|2235.68|1810.56|2281.31|178.85|0.00|111.78|2235.68|2414.53|2347.46|2526.32|
%!(EXTRA float64=425.1194879999998)2450959|22555|2450986|4746|6071067|95526|3789|276076|6071067|95526|3789|276076|22|7|16|4|133|12|%!f(int=07)|84.38|122.35|113.79|59.95|796.51|590.66|856.46|63.72|79.65|39.83|716.85|780.57|756.68|820.40|
